Date,Open,High,Low,Close,Adj Close,Volume
2019-08-28,0.521104,0.537598,0.432670,0.432766,0.432766,58911636
2019-08-29,0.438736,0.444655,0.394794,0.401465,0.401465,39371673
2019-08-30,0.401465,0.430791,0.399151,0.423520,0.423520,60601525
2019-08-31,0.419403,0.433303,0.399742,0.412378,0.412378,32449740
2019-09-01,0.414155,0.420697,0.381679,0.392044,0.392044,52338685
2019-09-02,0.393293,0.393901,0.374181,0.392023,0.392023,56533885
2019-09-03,0.393391,0.404678,0.366880,0.370481,0.370481,57922334
2019-09-04,0.369440,0.371379,0.345893,0.349776,0.349776,45132597
2019-09-05,0.350304,0.395385,0.339245,0.389644,0.389644,60530608
2019-09-06,0.389644,0.420184,0.343507,0.347292,0.347292,67226621
2019-09-07,0.346940,0.388888,0.341268,0.371275,0.371275,60388970
2019-09-08,0.371275,0.385741,0.356761,0.385056,0.385056,51110858
2019-09-09,0.385056,0.392008,0.353564,0.368633,0.368633,54595091
2019-09-10,0.368797,0.395946,0.362773,0.366218,0.366218,54766675
2019-09-11,0.365526,0.372687,0.344622,0.350227,0.350227,50886261
2019-09-12,0.348973,0.351578,0.308471,0.319616,0.319616,51789980
2019-09-13,0.318911,0.345278,0.312647,0.318429,0.318429,48225662
2019-09-14,0.319171,0.326386,0.311088,0.321826,0.321826,45639521
2019-09-15,0.322154,0.341432,0.319057,0.330102,0.330102,52252159
2019-09-16,0.330147,0.339404,0.315485,0.321943,0.321943,45960043
2019-09-17,0.321293,0.333451,0.311821,0.322029,0.322029,51995583
2019-09-18,0.321342,0.354454,0.316738,0.339055,0.339055,63274107
2019-09-19,0.336617,0.339221,0.312964,0.322373,0.322373,43456013
2019-09-20,0.323075,0.330448,0.315432,0.321350,0.321350,40369809
2019-09-21,0.321046,0.327033,0.314169,0.317157,0.317157,48926758
2019-09-22,0.317718,0.323292,0.297161,0.301100,0.301100,49507356
2019-09-23,0.301814,0.301949,0.267563,0.267563,0.267563,45784300
2019-09-24,0.269535,0.283312,0.188956,0.193541,0.193541,50165388
2019-09-25,0.194537,0.215381,0.193776,0.204924,0.204924,38941160
2019-09-26,0.203901,0.205003,0.171572,0.190370,0.190370,49563434
2019-09-27,0.190503,0.198134,0.178849,0.191485,0.191485,41059414
2019-09-28,0.191141,0.208818,0.188969,0.204118,0.204118,35505764
2019-09-29,0.204368,0.242681,0.198582,0.226822,0.226822,63293757
2019-09-30,0.226822,0.257704,0.215853,0.249653,0.249653,57957634
2019-10-01,0.251065,0.266498,0.229573,0.234435,0.234435,54047913
2019-10-02,0.234435,0.242426,0.222295,0.233527,0.233527,46753237
2019-10-03,0.232616,0.240979,0.223617,0.230503,0.230503,39746753
2019-10-04,0.230691,0.236480,0.224927,0.230510,0.230510,39072129
2019-10-05,0.230510,0.234840,0.220335,0.224540,0.224540,36662393
2019-10-06,0.223567,0.226966,0.213161,0.215211,0.215211,41375227
2019-10-07,0.214801,0.225182,0.208761,0.219839,0.219839,49251945
2019-10-08,0.219657,0.233692,0.216036,0.233692,0.233692,52663244
2019-10-09,0.233563,0.243647,0.228436,0.240245,0.240245,59881851
2019-10-10,0.240356,0.267663,0.232544,0.255471,0.255471,71847676
2019-10-11,0.254223,0.276968,0.253901,0.255221,0.255221,72716614
2019-10-12,0.255221,0.262062,0.246354,0.258006,0.258006,63681446
2019-10-13,0.258416,0.268964,0.247692,0.251536,0.251536,63666806
2019-10-14,0.251536,0.268627,0.247798,0.267856,0.267856,58972242
2019-10-15,0.267582,0.273767,0.246956,0.248558,0.248558,93405592
2019-10-16,0.248558,0.249378,0.226678,0.228662,0.228662,101398604
2019-10-17,0.230632,0.240424,0.228691,0.239405,0.239405,102887739
2019-10-18,0.239405,0.240976,0.220254,0.227178,0.227178,103673526
2019-10-19,0.226149,0.230036,0.223668,0.224819,0.224819,101559487
2019-10-20,0.224824,0.226954,0.213956,0.223964,0.223964,103428939
2019-10-21,0.225331,0.231187,0.223619,0.229572,0.229572,101976201
2019-10-22,0.228135,0.230201,0.221224,0.224373,0.224373,100693564
2019-10-23,0.223381,0.226647,0.200084,0.202086,0.202086,42468690
2019-10-24,0.203483,0.209218,0.201286,0.203908,0.203908,79044876
2019-10-25,0.203908,0.217965,0.201327,0.213100,0.213100,94789175
2019-10-26,0.213627,0.236137,0.211159,0.216062,0.216062,106291033
2019-10-27,0.216062,0.232348,0.208902,0.218714,0.218714,108681817
2019-10-28,0.218626,0.239487,0.217401,0.232733,0.232733,111314851
2019-10-29,0.232733,0.236435,0.224734,0.231964,0.231964,110758098
2019-10-30,0.232446,0.233021,0.207546,0.215561,0.215561,48416058
2019-10-31,0.216155,0.222996,0.209960,0.222128,0.222128,103217930
2019-11-01,0.222511,0.265565,0.218394,0.262008,0.262008,129875635
2019-11-02,0.259822,0.279429,0.255277,0.260560,0.260560,139835316
2019-11-03,0.261057,0.269613,0.245705,0.266931,0.266931,123088158
2019-11-04,0.266603,0.270259,0.256116,0.258805,0.258805,122831728
2019-11-05,0.258805,0.294419,0.248322,0.288673,0.288673,135073487
2019-11-06,0.288418,0.303100,0.282980,0.287842,0.287842,135433269
2019-11-07,0.287733,0.288311,0.267046,0.272504,0.272504,122412579
2019-11-08,0.272633,0.277983,0.248796,0.256504,0.256504,119448562
2019-11-09,0.256504,0.262135,0.252695,0.259089,0.259089,109359112
2019-11-10,0.259532,0.272734,0.257369,0.269813,0.269813,114838063
2019-11-11,0.269813,0.286194,0.258892,0.279880,0.279880,125805632
2019-11-12,0.280697,0.284634,0.263550,0.273554,0.273554,118822818
2019-11-13,0.272670,0.297326,0.271267,0.286881,0.286881,110070634
2019-11-14,0.290351,0.293389,0.279751,0.281491,0.281491,119857507
2019-11-15,0.281491,0.285721,0.265559,0.270874,0.270874,117140025
2019-11-16,0.271411,0.277557,0.265762,0.270113,0.270113,110695338
2019-11-17,0.270113,0.279112,0.268740,0.271641,0.271641,107838849
2019-11-18,0.271681,0.277689,0.252242,0.255987,0.255987,109620690
2019-11-19,0.257744,0.262107,0.237505,0.246842,0.246842,105684882
2019-11-20,0.246842,0.253365,0.239866,0.249792,0.249792,104577457
2019-11-21,0.249792,0.255470,0.233403,0.241305,0.241305,103547880
2019-11-22,0.241305,0.249257,0.206647,0.220356,0.220356,108075233
2019-11-23,0.220292,0.229108,0.211014,0.227139,0.227139,102274919
2019-11-24,0.226732,0.229110,0.207602,0.211774,0.211774,94349402
2019-11-25,0.211774,0.213754,0.190732,0.207887,0.207887,94920511
2019-11-26,0.207817,0.222868,0.204651,0.221621,0.221621,97895155
2019-11-27,0.216762,0.233926,0.214362,0.225623,0.225623,105633208
2019-11-28,0.225885,0.313464,0.221459,0.287681,0.287681,80117874
2019-11-29,0.287223,0.299351,0.273095,0.276539,0.276539,135836394
2019-11-30,0.280964,0.288636,0.264717,0.268963,0.268963,124152762
2019-12-01,0.268366,0.272196,0.247693,0.263036,0.263036,103782001
2019-12-02,0.266027,0.282018,0.260239,0.274679,0.274679,125518892
2019-12-03,0.274679,0.290513,0.272574,0.284073,0.284073,123437259
2019-12-04,0.283204,0.291232,0.267514,0.271370,0.271370,123356733
2019-12-05,0.270644,0.274067,0.256357,0.266315,0.266315,105942315
2019-12-06,0.267178,0.273762,0.258857,0.265688,0.265688,104939728
2019-12-07,0.267906,0.278122,0.262750,0.274426,0.274426,110285523
2019-12-08,0.274426,0.302797,0.274426,0.293999,0.293999,132699876
2019-12-09,0.293999,0.333493,0.292495,0.298059,0.298059,153444332
2019-12-10,0.297172,0.297595,0.268345,0.275121,0.275121,135244323
2019-12-11,0.275025,0.293969,0.274411,0.284876,0.284876,95317194
2019-12-12,0.285938,0.287863,0.271285,0.276600,0.276600,79427507
2019-12-13,0.277072,0.277560,0.270583,0.273655,0.273655,66629627
2019-12-14,0.273057,0.275036,0.252826,0.255372,0.255372,66643290
2019-12-15,0.255994,0.267084,0.252761,0.266729,0.266729,62080771
2019-12-16,0.266729,0.267951,0.245107,0.245329,0.245329,70448705
2019-12-17,0.245329,0.246931,0.218860,0.220191,0.220191,59909525
2019-12-18,0.219730,0.246790,0.218934,0.245779,0.245779,64867877
2019-12-19,0.246732,0.247482,0.228970,0.231194,0.231194,61037260
2019-12-20,0.231194,0.244646,0.225215,0.240631,0.240631,80216197
2019-12-21,0.240803,0.241609,0.232535,0.240987,0.240987,64725918
2019-12-22,0.240992,0.253725,0.239775,0.249273,0.249273,72054881
2019-12-23,0.249307,0.251571,0.238783,0.240793,0.240793,65563690
2019-12-24,0.240837,0.241490,0.233601,0.234056,0.234056,49696272
2019-12-25,0.234056,0.234367,0.228212,0.229873,0.229873,40346130
2019-12-26,0.229873,0.241014,0.229713,0.238972,0.238972,41835472
2019-12-27,0.239022,0.239022,0.225250,0.230055,0.230055,41088332
2019-12-28,0.230195,0.237510,0.229467,0.233757,0.233757,35448160
2019-12-29,0.233677,0.237507,0.232009,0.233668,0.233668,40574922
2019-12-30,0.233605,0.235820,0.226566,0.226746,0.226746,39453426
2019-12-31,0.226809,0.229011,0.215458,0.217530,0.217530,38809044
2020-01-01,0.217530,0.223514,0.216264,0.219938,0.219938,37144510
2020-01-02,0.220416,0.220779,0.211894,0.213518,0.213518,37545058
2020-01-03,0.214287,0.230026,0.214044,0.228098,0.228098,44675624
2020-01-04,0.228589,0.236382,0.225690,0.236382,0.236382,40304265
2020-01-05,0.235912,0.239903,0.230910,0.231657,0.231657,40157155
2020-01-06,0.231256,0.244297,0.230826,0.242145,0.242145,43263431
2020-01-07,0.242145,0.243708,0.229322,0.230930,0.230930,42565095
2020-01-08,0.230930,0.236171,0.226756,0.229909,0.229909,37068981
2020-01-09,0.229824,0.230194,0.222618,0.224520,0.224520,38074471
2020-01-10,0.223933,0.229474,0.220353,0.226330,0.226330,37994493
2020-01-11,0.226151,0.230364,0.224307,0.227080,0.227080,39678246
2020-01-12,0.226798,0.232916,0.225767,0.227306,0.227306,38982886
2020-01-13,0.227120,0.232504,0.225434,0.228445,0.228445,36991866
2020-01-14,0.228345,0.236011,0.224778,0.230721,0.230721,39964726
2020-01-15,0.230676,0.257137,0.226724,0.246617,0.246617,55493957
2020-01-16,0.246787,0.250586,0.232635,0.240509,0.240509,44406329
2020-01-17,0.240624,0.266734,0.240161,0.262484,0.262484,52840838
2020-01-18,0.262491,0.266768,0.247495,0.260282,0.260282,51155200
2020-01-19,0.260081,0.260229,0.235072,0.240021,0.240021,45351952
2020-01-20,0.240021,0.242212,0.233791,0.237859,0.237859,40446803
2020-01-21,0.237717,0.254658,0.236774,0.249354,0.249354,47042882
2020-01-22,0.249620,0.249920,0.244126,0.246741,0.246741,43873414
2020-01-23,0.246716,0.247167,0.233417,0.234689,0.234689,40494979
2020-01-24,0.234917,0.240301,0.231119,0.232219,0.232219,43114097
2020-01-25,0.232778,0.237098,0.230150,0.234989,0.234989,38944441
2020-01-26,0.234852,0.238253,0.233975,0.237780,0.237780,39915930
2020-01-27,0.237724,0.242756,0.237520,0.240414,0.240414,40625478
2020-01-28,0.240563,0.245376,0.239482,0.244278,0.244278,44353446
2020-01-29,0.244394,0.244803,0.239696,0.241399,0.241399,45625560
2020-01-30,0.241281,0.245192,0.238202,0.242196,0.242196,41454623
2020-01-31,0.242286,0.260661,0.241351,0.248146,0.248146,58427020
2020-02-01,0.247561,0.251413,0.244503,0.249199,0.249199,48277465
2020-02-02,0.249263,0.258777,0.243016,0.253411,0.253411,45355590
2020-02-03,0.253411,0.264845,0.249108,0.262931,0.262931,54451797
2020-02-04,0.262845,0.286840,0.259705,0.281464,0.281464,76448848
2020-02-05,0.281555,0.282240,0.265963,0.275982,0.275982,65491076
2020-02-06,0.276084,0.291190,0.273310,0.286727,0.286727,64810910
2020-02-07,0.287031,0.320505,0.281940,0.312775,0.312775,77850662
2020-02-08,0.312964,0.318715,0.294870,0.307450,0.307450,74107627
2020-02-09,0.307357,0.347303,0.305449,0.341116,0.341116,98891527
2020-02-10,0.341345,0.372062,0.312272,0.359855,0.359855,119696511
2020-02-11,0.359406,0.377642,0.344758,0.369222,0.369222,92659982
2020-02-12,0.369476,0.411168,0.365416,0.389488,0.389488,104098908
2020-02-13,0.389488,0.403522,0.347811,0.347811,0.347811,99845339
2020-02-14,0.348516,0.382085,0.344680,0.366847,0.366847,91550466
2020-02-15,0.366847,0.388823,0.332074,0.334362,0.334362,92999232
2020-02-16,0.334970,0.349702,0.299214,0.341850,0.341850,84144118
2020-02-17,0.342908,0.342908,0.294464,0.328799,0.328799,96002052
2020-02-18,0.328682,0.353348,0.309825,0.348854,0.348854,83206321
2020-02-19,0.349214,0.391369,0.338180,0.350480,0.350480,79241677
2020-02-20,0.349180,0.447746,0.339136,0.437212,0.437212,196059544
2020-02-21,0.435965,0.479794,0.413382,0.419883,0.419883,179085806
2020-02-22,0.419123,0.464780,0.414947,0.449683,0.449683,161184312
2020-02-23,0.449819,0.465355,0.426851,0.460819,0.460819,128297734
2020-02-24,0.461025,0.499639,0.436035,0.493310,0.493310,213442024
2020-02-25,0.492409,0.492938,0.380612,0.394390,0.394390,173413334
2020-02-26,0.394049,0.404111,0.344443,0.368202,0.368202,151265199
2020-02-27,0.367643,0.390612,0.342351,0.374524,0.374524,128242670
2020-02-28,0.374750,0.383979,0.338850,0.348359,0.348359,115075595
2020-02-29,0.348406,0.368955,0.333727,0.334071,0.334071,99127697
2020-03-01,0.333300,0.345517,0.310377,0.319689,0.319689,95389369
2020-03-02,0.319876,0.386653,0.312917,0.373439,0.373439,126753611
2020-03-03,0.373713,0.386155,0.356835,0.370511,0.370511,121564194
2020-03-04,0.370443,0.409695,0.367970,0.392948,0.392948,137438963
2020-03-05,0.393155,0.408260,0.378412,0.380158,0.380158,110467391
2020-03-06,0.380170,0.385194,0.365708,0.374041,0.374041,98321454
2020-03-07,0.374426,0.381995,0.339100,0.339239,0.339239,93335259
2020-03-08,0.339239,0.340574,0.293346,0.293346,0.293346,94191412
2020-03-09,0.293758,0.298220,0.252985,0.274226,0.274226,108111068
2020-03-10,0.275978,0.296997,0.271858,0.283476,0.283476,96182444
2020-03-11,0.283499,0.288459,0.252321,0.270180,0.270180,75489332
2020-03-12,0.270563,0.271080,0.141018,0.141018,0.141018,80508765
2020-03-13,0.140996,0.173009,0.102403,0.151319,0.151319,96761512
2020-03-14,0.151769,0.166501,0.144991,0.147685,0.147685,71534047
2020-03-15,0.147685,0.159388,0.145010,0.148306,0.148306,65236146
2020-03-16,0.149515,0.150114,0.118228,0.126471,0.126471,62118722
2020-03-17,0.126330,0.139974,0.125258,0.136901,0.136901,58174227
2020-03-18,0.135728,0.140031,0.129675,0.136103,0.136103,57511093
2020-03-19,0.136103,0.169127,0.136103,0.159010,0.159010,81789362
2020-03-20,0.158572,0.183571,0.149104,0.157016,0.157016,79621990
2020-03-21,0.157016,0.162342,0.145788,0.153251,0.153251,57755100
2020-03-22,0.153072,0.165214,0.145755,0.147241,0.147241,69375466
2020-03-23,0.147241,0.160156,0.144453,0.158856,0.158856,59888502
2020-03-24,0.158784,0.162694,0.153385,0.159513,0.159513,51348793
2020-03-25,0.159639,0.160661,0.151505,0.153346,0.153346,53328323
2020-03-26,0.153346,0.159180,0.151524,0.158889,0.158889,54441140
2020-03-27,0.158867,0.165647,0.157270,0.157735,0.157735,67581402
2020-03-28,0.157198,0.157198,0.145861,0.149565,0.149565,49928135
2020-03-29,0.149518,0.151183,0.143649,0.144229,0.144229,46495007
2020-03-30,0.144580,0.155889,0.143252,0.155357,0.155357,41837656
2020-03-31,0.155189,0.157320,0.152387,0.154654,0.154654,55109430
2020-04-01,0.154654,0.155747,0.148850,0.154633,0.154633,54771424
2020-04-02,0.154921,0.162593,0.153254,0.158266,0.158266,54655996
2020-04-03,0.158212,0.161850,0.155699,0.158818,0.158818,66902988
2020-04-04,0.158628,0.177877,0.158628,0.177877,0.177877,79263376
2020-04-05,0.179340,0.184034,0.167702,0.171200,0.171200,85592965
2020-04-06,0.171481,0.186932,0.169695,0.185906,0.185906,71154137
2020-04-07,0.186161,0.198745,0.183970,0.185242,0.185242,75472243
2020-04-08,0.184883,0.204266,0.184491,0.203675,0.203675,73383030
2020-04-09,0.203055,0.208907,0.195396,0.201572,0.201572,84237451
2020-04-10,0.202055,0.202055,0.172317,0.179149,0.179149,84065535
2020-04-11,0.179149,0.185359,0.174419,0.178330,0.178330,64134763
2020-04-12,0.178404,0.186178,0.175073,0.180633,0.180633,77523165
2020-04-13,0.180396,0.180396,0.170066,0.175282,0.175282,75958371
2020-04-14,0.175282,0.181863,0.172629,0.177462,0.177462,73021132
2020-04-15,0.177431,0.183343,0.168904,0.169146,0.169146,74008729
2020-04-16,0.169442,0.188104,0.165906,0.185336,0.185336,78143001
2020-04-17,0.185578,0.192653,0.184370,0.189179,0.189179,66840388
2020-04-18,0.189179,0.200595,0.189179,0.199335,0.199335,64241406
2020-04-19,0.199143,0.200188,0.189141,0.189497,0.189497,63204436
2020-04-20,0.189497,0.194544,0.176277,0.177980,0.177980,58448787
2020-04-21,0.177918,0.181284,0.175742,0.178957,0.178957,49135039
2020-04-22,0.179197,0.188691,0.177071,0.187229,0.187229,45455957
2020-04-23,0.186825,0.196463,0.182606,0.193978,0.193978,50456386
2020-04-24,0.194410,0.214788,0.194027,0.210519,0.210519,69664599
2020-04-25,0.210353,0.222351,0.205131,0.212437,0.212437,62443712
2020-04-26,0.212657,0.233466,0.212299,0.225204,0.225204,76681404
2020-04-27,0.225102,0.226584,0.208804,0.216837,0.216837,60508832
2020-04-28,0.217979,0.223838,0.211209,0.217326,0.217326,45364573
2020-04-29,0.217468,0.232220,0.215391,0.230451,0.230451,70164558
2020-04-30,0.230957,0.232164,0.204105,0.210903,0.210903,84265320
2020-05-01,0.210903,0.222874,0.210398,0.214678,0.214678,56237918
2020-05-02,0.214897,0.221962,0.213929,0.219139,0.219139,53818143
2020-05-03,0.218775,0.222422,0.203762,0.207291,0.207291,78042152
2020-05-04,0.207243,0.211505,0.191783,0.206919,0.206919,64924300
2020-05-05,0.206727,0.211474,0.203003,0.209940,0.209940,71182196
2020-05-06,0.209980,0.211972,0.200154,0.200154,0.200154,60724610
2020-05-07,0.200154,0.206160,0.195065,0.203326,0.203326,60485706
2020-05-08,0.203326,0.222783,0.200638,0.217496,0.217496,67456129
2020-05-09,0.217990,0.224575,0.211492,0.215370,0.215370,58914201
2020-05-10,0.215514,0.215514,0.183711,0.191208,0.191208,59119357
2020-05-11,0.191579,0.199414,0.181100,0.187087,0.187087,50793469
2020-05-12,0.187186,0.199457,0.186940,0.193695,0.193695,30782124
2020-05-13,0.193119,0.198568,0.189693,0.196145,0.196145,32384911
2020-05-14,0.195075,0.204304,0.194578,0.197537,0.197537,46584124
2020-05-15,0.197485,0.201524,0.192284,0.192394,0.192394,31883336
2020-05-16,0.193083,0.199705,0.190916,0.197904,0.197904,30170528
2020-05-17,0.198463,0.203806,0.197005,0.197791,0.197791,31700968
2020-05-18,0.198380,0.203916,0.197745,0.200708,0.200708,30816357
2020-05-19,0.201577,0.202461,0.196385,0.199836,0.199836,30642636
2020-05-20,0.200067,0.213966,0.199452,0.209535,0.209535,44161496
2020-05-21,0.208973,0.209509,0.184348,0.192696,0.192696,40452333
2020-05-22,0.192630,0.208388,0.190131,0.204896,0.204896,42004290
2020-05-23,0.205087,0.212098,0.199757,0.203084,0.203084,36046130
2020-05-24,0.202535,0.211052,0.197616,0.198517,0.198517,42598096
2020-05-25,0.198206,0.212632,0.195849,0.211387,0.211387,41018288
2020-05-26,0.211382,0.222294,0.207248,0.217949,0.217949,51131422
2020-05-27,0.217949,0.225827,0.215379,0.221149,0.221149,40930894
2020-05-28,0.220887,0.227234,0.214577,0.226425,0.226425,34772783
2020-05-29,0.226571,0.235285,0.223644,0.228985,0.228985,40694258
2020-05-30,0.228899,0.243392,0.225396,0.243299,0.243299,45564525
2020-05-31,0.243421,0.258595,0.230338,0.234671,0.234671,68364969
2020-06-01,0.234676,0.256118,0.232802,0.249428,0.249428,59858535
2020-06-02,0.249634,0.258330,0.237094,0.245331,0.245331,38177362
2020-06-03,0.245331,0.245635,0.238540,0.242096,0.242096,25893456
2020-06-04,0.242076,0.249230,0.240235,0.242416,0.242416,30213204
2020-06-05,0.242416,0.242469,0.233212,0.233212,0.233212,28128503
2020-06-06,0.233225,0.238304,0.230109,0.237173,0.237173,24059435
2020-06-07,0.237173,0.238015,0.226459,0.232040,0.232040,22008257
2020-06-08,0.232130,0.235677,0.229982,0.234138,0.234138,22525776
2020-06-09,0.234241,0.243432,0.230863,0.242933,0.242933,24682686
2020-06-10,0.242969,0.248316,0.241044,0.246903,0.246903,28028320
2020-06-11,0.246903,0.250431,0.226622,0.231613,0.231613,32256440
2020-06-12,0.231498,0.233624,0.226794,0.232169,0.232169,24659783
2020-06-13,0.232297,0.236091,0.229597,0.234894,0.234894,20116921
2020-06-14,0.235128,0.246073,0.231178,0.234678,0.234678,31124757
2020-06-15,0.234564,0.234564,0.211387,0.227337,0.227337,35283462
2020-06-16,0.227338,0.240561,0.226473,0.235654,0.235654,30256963
2020-06-17,0.235624,0.246775,0.231151,0.244725,0.244725,36893707
2020-06-18,0.244640,0.251320,0.239505,0.241149,0.241149,36043033
2020-06-19,0.241294,0.241294,0.230499,0.230540,0.230540,26128647
2020-06-20,0.230667,0.234514,0.227201,0.230489,0.230489,22772469
2020-06-21,0.230458,0.238985,0.230458,0.232861,0.232861,21557690
2020-06-22,0.232638,0.240285,0.232570,0.240285,0.240285,24114135
2020-06-23,0.240563,0.251031,0.236303,0.248953,0.248953,30239369
2020-06-24,0.249560,0.256206,0.232605,0.238862,0.238862,42345209
2020-06-25,0.239022,0.240029,0.227297,0.235075,0.235075,27561878
2020-06-26,0.234755,0.235392,0.221833,0.222505,0.222505,30965671
2020-06-27,0.222661,0.223632,0.199897,0.205866,0.205866,30971071
2020-06-28,0.205866,0.212459,0.198723,0.208084,0.208084,24227939
2020-06-29,0.208045,0.215380,0.207062,0.214420,0.214420,22667921
2020-06-30,0.214224,0.214694,0.207587,0.208412,0.208412,17000167
2020-07-01,0.208520,0.218198,0.207699,0.214370,0.214370,19987708
2020-07-02,0.214368,0.217793,0.203937,0.207202,0.207202,24088543
2020-07-03,0.207124,0.208019,0.203200,0.203974,0.203974,18788671
2020-07-04,0.203936,0.217720,0.203591,0.217210,0.217210,22962550
2020-07-05,0.217301,0.219258,0.209796,0.215142,0.215142,21720266
2020-07-06,0.215142,0.231058,0.215142,0.228540,0.228540,34005170
2020-07-07,0.228608,0.235500,0.222608,0.232496,0.232496,28795350
2020-07-08,0.232496,0.251114,0.230458,0.246869,0.246869,39878814
2020-07-09,0.246869,0.253832,0.235513,0.242524,0.242524,41951827
2020-07-10,0.242019,0.251699,0.230231,0.249944,0.249944,34658190
2020-07-11,0.249936,0.293252,0.249382,0.279883,0.279883,97654539
